Generation	Treatment	Rep	lambda	surv	epr	hf	sex	dev.time	lambda.stand	surv.stand	epr.stand	hf.stand	sex.stand	dev.stand	lambda.rel	surv.rel	epr.rel	hf.rel	sex.rel	dev.rel
0	1	2	1.16326583122412	1	13.5	0.96	0.7457264955	14	-1.82536261611519	0.974679434480898	-1.61431472013918	0.0677812963697247			0.930358004759096	1.05263157894737	0.271629778672032	1.0062893081761	1	1
0	1	2	1.26221850869266	1	45	0.98	0.7457264955	14	0.248961533469604	0.974679434480898	-0.20959334764238	0.293718950935474			1.00949848417842	1.05263157894737	0.905432595573441	1.0272536687631	1	1
0	1	2	1.20262943770777	1	30.5	0.7	0.7457264955	14	-1.00019161890041	0.974679434480898	-0.856211122283763	-2.86940821298501			0.961840272530782	1.05263157894737	0.613682092555332	0.733752620545073	1	1
0	1	2	1.25811958865544	1	42	1	0.7457264955	14	0.163036735496089	0.974679434480898	-0.343376335499218	0.519656605501223			1.0062202454774	1.05263157894737	0.845070422535211	1.0482180293501	1	1
0	1	2	1.27733970134453	1	55.5	0.95	0.7457264955	14	0.565943912226058	0.974679434480898	0.258647109856553	-0.0451875309131498			1.02159212799359	1.05263157894737	1.11670020120724	0.9958071278826	1	1
0	1	2	1.30083092775536	1	70	0.99	0.7457264955	14	1.05838554689371	0.974679434480898	0.905264884497937	0.406687778218348			1.04037996646205	1.05263157894737	1.40845070422535	1.0377358490566	1	1
0	1	2	1.32753861277894	1	94	1	0.7457264955	14	1.61825312643979	0.974679434480898	1.97552878735264	0.519656605501223			1.06174026767895	1.05263157894737	1.89134808853119	1.0482180293501	1	1
0	1	2	1.26297854304394	1	44.5	1	0.7457264955	14	0.264893973598626	0.974679434480898	-0.231890512285186	0.519656605501223			1.01010634527399	1.05263157894737	0.895372233400402	1.0482180293501	1	1
0	1	2	1.23800390624086	1	34	0.97	0.7457264955	14	-0.258644080884116	0.974679434480898	-0.700130969784119	0.180750123652599			0.990132103237463	1.05263157894737	0.6841046277666	1.0167714884696	1	1
0	1	2	1.29831949624513	1	68	0.99	0.7457264955	14	1.00573893676682	0.974679434480898	0.816076225926712	0.406687778218348			1.03837137105227	1.05263157894737	1.3682092555332	1.0377358490566	1	1
0	1	2	1.1470384414607	0.9	13.5	0.96	0.7457264955	14	-2.16553397208167	-0.974679434480895	-1.61431472013918	0.0677812963697247			0.917379645421526	0.947368421052632	0.271629778672032	1.0062893081761	1	1
0	1	2	1.24461074341892	0.9	45	0.98	0.7457264955	14	-0.12014634376951	-0.974679434480895	-0.20959334764238	0.293718950935474			0.995416126622109	0.947368421052632	0.905432595573441	1.0272536687631	1	1
0	1	2	1.18585293133854	0.9	30.5	0.7	0.7457264955	14	-1.35187399069293	-0.974679434480895	-0.856211122283763	-2.86940821298501			0.948422740120258	0.947368421052632	0.613682092555332	0.733752620545073	1	1
0	1	2	1.2405690027222	0.9	42	1	0.7457264955	14	-0.20487250326359	-0.974679434480895	-0.343376335499218	0.519656605501223			0.992183618875881	0.947368421052632	0.845070422535211	1.0482180293501	1	1
0	1	2	1.25952099762467	0.9	55.5	0.95	0.7457264955	14	0.192414176740595	-0.974679434480895	0.258647109856553	-0.0451875309131498			1.00734106585867	0.947368421052632	1.11670020120724	0.9958071278826	1	1
0	1	2	1.28268452483146	0.9	70	0.99	0.7457264955	14	0.677986321970167	-0.974679434480895	0.905264884497937	0.406687778218348			1.02586681670327	0.947368421052632	1.40845070422535	1.0377358490566	1	1
0	1	2	1.30901964151948	0.9	94	1	0.7457264955	14	1.23004382991846	-0.974679434480895	1.97552878735264	0.519656605501223			1.04692914481376	0.947368421052632	1.89134808853119	1.0482180293501	1	1
0	1	2	1.24536017540114	0.9	44.5	1	0.7457264955	14	-0.104436158871434	-0.974679434480895	-0.231890512285186	0.519656605501223			0.996015508143482	0.947368421052632	0.895372233400402	1.0482180293501	1	1
0	1	2	1.2207339311621	0.9	34	0.97	0.7457264955	14	-0.620670933366092	-0.974679434480895	-0.700130969784119	0.180750123652599			0.976319903888663	0.947368421052632	0.6841046277666	1.0167714884696	1	1
0	1	2	1.28020812742684	0.9	68	0.99	0.7457264955	14	0.626074124424976	-0.974679434480895	0.816076225926712	0.406687778218348			1.02388624090837	0.947368421052632	1.3682092555332	1.0377358490566	1	1
0	1	3	1.14187416326827	0.4	46.5	1	0.655555555666667	14	-0.897425552100727	-0.928909659289451	0.429257954531033	0.484288151371455			0.963580454342111	0.640895218848605	1.08391608391608	1.04058272632674	1	1
0	1	3	1.11045972376736	0.4	34	0.9	0.655555555666667	14	-1.55065079385445	-0.928909659289451	-1.06122105425727	-0.757476339324583			0.93707110606108	0.640895218848605	0.792540792540793	0.936524453694069	1	1
0	1	3	1.13938076609623	0.4	45	1	0.655555555666667	14	-0.949272727997234	-0.928909659289451	0.250400473476436	0.484288151371455			0.961476379429852	0.640895218848605	1.04895104895105	1.04058272632674	1	1
0	1	3	1.14664345431073	0.4	50	0.99	0.655555555666667	14	-0.798253918173772	-0.928909659289451	0.846592076991759	0.360111702301851			0.967605062111876	0.640895218848605	1.16550116550117	1.03017689906348	1	1
0	1	3	1.09277073281401	0.4	32.5	0.74	0.655555555666667	14	-1.91847194793064	-0.928909659289451	-1.24007853531187	-2.74429952443824			0.922144097036813	0.640895218848605	0.757575757575758	0.77003121748179	1	1
0	1	3	1.13517188484896	0.4	43	0.99	0.655555555666667	14	-1.03679131861799	-0.928909659289451	0.0119238320703066	0.360111702301851			0.957924678344937	0.640895218848605	1.002331002331	1.03017689906348	1	1
0	1	3	1.11606368971903	0.4	33	1	0.655555555666667	14	-1.43412310557743	-0.928909659289451	-1.18045937496034	0.484288151371455			0.941800061520036	0.640895218848605	0.769230769230769	1.04058272632674	1	1
0	1	3	1.14817338297457	0.4	50.5	1	0.655555555666667	14	-0.766440903611667	-0.928909659289451	0.906211237343291	0.484288151371455			0.968896105735102	0.640895218848605	1.17715617715618	1.04058272632674	1	1
0	1	3	1.15804542579831	0.4	58	0.99	0.655555555666667	14	-0.561163723353404	-0.928909659289451	1.80049864261628	0.360111702301851			0.977226715022344	0.640895218848605	1.35198135198135	1.03017689906348	1	1
0	1	3	1.12358924607391	0.4	36.5	1	0.655555555666667	14	-1.27763827098073	-0.928909659289451	-0.763125252499613	0.484288151371455			0.948150567770968	0.640895218848605	0.850815850815851	1.04058272632674	1	1
0	1	3	1.19900907116719	0.52	46.5	1	0.655555555666667	14	0.290625694962497	-0.431561427830029	0.429257954531033	0.484288151371455			1.01179424381473	0.833163784503187	1.08391608391608	1.04058272632674	1	1
0	1	3	1.16602277623307	0.52	34	0.9	0.655555555666667	14	-0.395284377769368	-0.431561427830029	-1.06122105425727	-0.757476339324583			0.983958471641104	0.833163784503187	0.792540792540793	0.936524453694069	1	1
0	1	3	1.19639091417278	0.52	45	1	0.655555555666667	14	0.236184289583513	-0.431561427830029	0.250400473476436	0.484288151371455			1.00958488924015	0.833163784503187	1.04895104895105	1.04058272632674	1	1
0	1	3	1.20401699884162	0.52	50	0.99	0.655555555666667	14	0.394759488777917	-0.431561427830029	0.846592076991759	0.360111702301851			1.01602022718406	0.833163784503187	1.16550116550117	1.03017689906348	1	1
0	1	3	1.14744869749908	0.52	32.5	0.74	0.655555555666667	14	-0.781509860831438	-0.431561427830029	-1.24007853531187	-2.74429952443824			0.968284573587174	0.833163784503187	0.757575757575758	0.77003121748179	1	1
0	1	3	1.19197143700334	0.52	43	0.99	0.655555555666667	14	0.144286611690874	-0.431561427830029	0.0119238320703066	0.360111702301851			1.00585547495277	0.833163784503187	1.002331002331	1.03017689906348	1	1
0	1	3	1.17190714267791	0.52	33	1	0.655555555666667	14	-0.27292610066604	-0.431561427830029	-1.18045937496034	0.484288151371455			0.988924045497514	0.833163784503187	0.769230769230769	1.04058272632674	1	1
0	1	3	1.2056234791397	0.52	50.5	1	0.655555555666667	14	0.428164301907099	-0.431561427830029	0.906211237343291	0.484288151371455			1.01737586957033	0.833163784503187	1.17715617715618	1.04058272632674	1	1
0	1	3	1.21598948029585	0.52	58	0.99	0.655555555666667	14	0.643712747743582	-0.431561427830029	1.80049864261628	0.360111702301851			1.026123309897	0.833163784503187	1.35198135198135	1.03017689906348	1	1
0	1	3	1.17980924837864	0.52	36.5	1	0.655555555666667	14	-0.108611378241237	-0.431561427830029	-0.763125252499613	0.484288151371455			0.995592306192348	0.833163784503187	0.850815850815851	1.04058272632674	1	1
0	1	3	1.24770598154444	0.952380952	46.5	1	0.655555555666667	14	1.30321899788986	1.36047108711948	0.429257954531033	0.484288151371455			1.05288755561369	1.52594099664821	1.08391608391608	1.04058272632674	1	1
0	1	3	1.21337997143492	0.952380952	34	0.9	0.655555555666667	14	0.589451169831614	1.36047108711948	-1.06122105425727	-0.757476339324583			1.02392125312515	1.52594099664821	0.792540792540793	0.936524453694069	1	1
0	1	3	1.24498148994459	0.952380952	45	1	0.655555555666667	14	1.24656649311044	1.36047108711948	0.250400473476436	0.484288151371455			1.05058846965652	1.52594099664821	1.04895104895105	1.04058272632674	1	1
0	1	3	1.25291730268019	0.952380952	50	0.99	0.655555555666667	14	1.41158211252248	1.36047108711948	0.846592076991759	0.360111702301851			1.05728517432619	1.52594099664821	1.16550116550117	1.03017689906348	1	1
0	1	3	1.19405151955297	0.952380952	32.5	0.74	0.655555555666667	14	0.187539410338143	1.36047108711948	-1.24007853531187	-2.74429952443824			1.0076107707224	1.52594099664821	0.757575757575758	0.77003121748179	1	1
0	1	3	1.24038251881733	0.952380952	43	0.99	0.655555555666667	14	1.15093645564517	1.36047108711948	0.0119238320703066	0.360111702301851			1.04670758783007	1.52594099664821	1.002331002331	1.03017689906348	1	1
0	1	3	1.2195033272855	0.952380952	33	1	0.655555555666667	14	0.716778942326912	1.36047108711948	-1.18045937496034	0.484288151371455			1.02908850027234	1.52594099664821	0.769230769230769	1.04058272632674	1	1
0	1	3	1.25458902904603	0.952380952	50.5	1	0.655555555666667	14	1.44634363864935	1.36047108711948	0.906211237343291	0.484288151371455			1.05869587517481	1.52594099664821	1.17715617715618	1.04058272632674	1	1
0	1	3	1.26537603805058	0.952380952	58	0.99	0.655555555666667	14	1.67064643305676	1.36047108711948	1.80049864261628	0.360111702301851			1.06779858663983	1.52594099664821	1.35198135198135	1.03017689906348	1	1
0	1	3	1.22772637145313	0.952380952	36.5	1	0.655555555666667	14	0.887767191669891	1.36047108711948	-0.763125252499613	0.484288151371455			1.0360275876867	1.52594099664821	0.850815850815851	1.04058272632674	1	1
0	1	4	1.1235590936804	0.8125	25.5	0.53	0.597435897333333	14	-2.88937497463659	-1.38777733297742	-1.96160056396336	-2.76906469737448			0.92555829953817	0.89704271657135	0.634854771784232	0.563829787234043	1	1
0	1	4	1.20185649075287	0.8125	37.5	0.99	0.597435897333333	14	-0.385902580208875	-1.38777733297742	-0.356654647993338	0.337690816752986			0.990057626810113	0.89704271657135	0.933609958506224	1.0531914893617	1	1
0	1	4	1.19969280170333	0.8125	36.5	0.99	0.597435897333333	14	-0.455084136789043	-1.38777733297742	-0.49040014099084	0.337690816752986			0.988275236930769	0.89704271657135	0.908713692946058	1.0531914893617	1	1
0	1	4	1.23301383399267	0.8125	54.5	1	0.597435897333333	14	0.610318898422813	-1.38777733297742	1.91701873296419	0.405228980103583			1.01572422306603	0.89704271657135	1.35684647302905	1.06382978723404	1	1
0	1	4	1.21273928019844	0.8125	42.5	1	0.597435897333333	14	-0.037937462975961	-1.38777733297742	0.312072816994171	0.405228980103583			0.999022581257217	0.89704271657135	1.05809128630705	1.06382978723404	1	1
0	1	4	1.2043871255875	0.8125	39.5	0.97	0.597435897333333	14	-0.30498833930493	-1.38777733297742	-0.0891636619983343	0.202614490051791			0.992142296933355	0.89704271657135	0.983402489626556	1.03191489361702	1	1
0	1	4	1.20477393862729	0.8125	38.5	1	0.597435897333333	14	-0.292620421556369	-1.38777733297742	-0.222909154995836	0.405228980103583			0.992460943296827	0.89704271657135	0.95850622406639	1.06382978723404	1	1
0	1	4	1.21751347426232	0.8125	46	0.98	0.597435897333333	14	0.114712094882285	-1.38777733297742	0.780182042485428	0.270152653402388			1.00295543620386	0.89704271657135	1.14522821576764	1.04255319148936	1	1
0	1	4	1.20983767966353	0.8125	41	1	0.597435897333333	14	-0.130712920531474	-1.38777733297742	0.111454577497919	0.405228980103583			0.996632319390141	0.89704271657135	1.02074688796681	1.06382978723404	1	1
0	1	4	1.14195393237151	0.952380952	25.5	0.53	0.597435897333333	14	-2.30122041797207	0.693888666488711	-1.96160056396336	-2.76906469737448			0.940711481702762	1.05147864171432	0.634854771784232	0.563829787234043	1	1
0	1	4	1.22153320949567	0.952380952	37.5	0.99	0.597435897333333	14	0.243238668764247	0.693888666488711	-0.356654647993338	0.337690816752986			1.00626678789698	1.05147864171432	0.933609958506224	1.0531914893617	1	1
0	1	4	1.21933409666534	0.952380952	36.5	0.99	0.597435897333333	14	0.172924476098725	0.693888666488711	-0.49040014099084	0.337690816752986			1.00445521684283	1.05147864171432	0.908713692946058	1.0531914893617	1	1
0	1	4	1.25320065879589	0.952380952	54.5	1	0.597435897333333	14	1.25577022267609	0.693888666488711	1.91701873296419	0.405228980103583			1.03235359604964	1.05147864171432	1.35684647302905	1.06382978723404	1	1
0	1	4	1.23259417128436	0.952380952	42.5	1	0.597435897333333	14	0.596900648972549	0.693888666488711	0.312072816994171	0.405228980103583			1.01537851601344	1.05147864171432	1.05809128630705	1.06382978723404	1	1
0	1	4	1.22410527572437	0.952380952	39.5	0.97	0.597435897333333	14	0.325477632522271	0.693888666488711	-0.0891636619983343	0.202614490051791			1.00838558810813	1.05147864171432	0.983402489626556	1.03191489361702	1	1
0	1	4	1.22449842164288	0.952380952	38.5	1	0.597435897333333	14	0.338048037041093	0.693888666488711	-0.222909154995836	0.405228980103583			1.00870945132979	1.05147864171432	0.95850622406639	1.06382978723404	1	1
0	1	4	1.23744652815266	0.952380952	46	0.98	0.597435897333333	14	0.752049375774507	0.693888666488711	0.780182042485428	0.270152653402388			1.01937575941349	1.05147864171432	1.14522821576764	1.04255319148936	1	1
0	1	4	1.22964506592832	0.952380952	41	1	0.597435897333333	14	0.502606277471649	0.693888666488711	0.111454577497919	0.405228980103583			1.01294912092969	1.05147864171432	1.02074688796681	1.06382978723404	1	1
0	1	4	1.14195393237151	0.952380952	25.5	0.53	0.597435897333333	14	-2.30122041797207	0.693888666488711	-1.96160056396336	-2.76906469737448			0.940711481702762	1.05147864171432	0.634854771784232	0.563829787234043	1	1
0	1	4	1.22153320949567	0.952380952	37.5	0.99	0.597435897333333	14	0.243238668764247	0.693888666488711	-0.356654647993338	0.337690816752986			1.00626678789698	1.05147864171432	0.933609958506224	1.0531914893617	1	1
0	1	4	1.21933409666534	0.952380952	36.5	0.99	0.597435897333333	14	0.172924476098725	0.693888666488711	-0.49040014099084	0.337690816752986			1.00445521684283	1.05147864171432	0.908713692946058	1.0531914893617	1	1
0	1	4	1.25320065879589	0.952380952	54.5	1	0.597435897333333	14	1.25577022267609	0.693888666488711	1.91701873296419	0.405228980103583			1.03235359604964	1.05147864171432	1.35684647302905	1.06382978723404	1	1
0	1	4	1.23259417128436	0.952380952	42.5	1	0.597435897333333	14	0.596900648972549	0.693888666488711	0.312072816994171	0.405228980103583			1.01537851601344	1.05147864171432	1.05809128630705	1.06382978723404	1	1
0	1	4	1.22410527572437	0.952380952	39.5	0.97	0.597435897333333	14	0.325477632522271	0.693888666488711	-0.0891636619983343	0.202614490051791			1.00838558810813	1.05147864171432	0.983402489626556	1.03191489361702	1	1
0	1	4	1.22449842164288	0.952380952	38.5	1	0.597435897333333	14	0.338048037041093	0.693888666488711	-0.222909154995836	0.405228980103583			1.00870945132979	1.05147864171432	0.95850622406639	1.06382978723404	1	1
0	1	4	1.23744652815266	0.952380952	46	0.98	0.597435897333333	14	0.752049375774507	0.693888666488711	0.780182042485428	0.270152653402388			1.01937575941349	1.05147864171432	1.14522821576764	1.04255319148936	1	1
0	1	4	1.22964506592832	0.952380952	41	1	0.597435897333333	14	0.502606277471649	0.693888666488711	0.111454577497919	0.405228980103583			1.01294912092969	1.05147864171432	1.02074688796681	1.06382978723404	1	1
0	2	1	1.20665386569642	0.8	37.5	0.97	0.599206349	14	0.963938136173296	0.695221787153807	0.77143371214902	0.0289424616949892			1.03555377550868	1.0992366413892	1.26050420168067	1.00206611570248	1	1
0	2	1	1.20501287762971	0.8	36	0.99	0.599206349	14	0.925756124387499	0.695221787153807	0.6221239614105	0.318367078644881			1.03414547488797	1.0992366413892	1.21008403361345	1.02272727272727	1	1
0	2	1	1.22298137317686	0.8	44.5	1	0.599206349	14	1.34384161974993	0.695221787153807	1.46821254892878	0.463079387119827			1.04956608881301	1.0992366413892	1.49579831932773	1.03305785123967	1	1
0	2	1	1.21632070283432	0.8	41	1	0.599206349	14	1.18886316580539	0.695221787153807	1.1198231305389	0.463079387119827			1.04384988260282	1.0992366413892	1.3781512605042	1.03305785123967	1	1
0	2	1	1.18291469254403	0.8	27	1	0.599206349	14	0.411582267488128	0.695221787153807	-0.27373454302062	0.463079387119827			1.01518074966898	1.0992366413892	0.907563025210084	1.03305785123967	1	1
0	2	1	1.10693818389423	0.8	10.5	0.95	0.599206349	14	-1.35621605326767	0.695221787153807	-1.91614180114434	-0.260482155254903			0.949977494104996	1.0992366413892	0.352941176470588	0.981404958677686	1	1
0	2	1	1.19513384496197	0.8	31.5	1	0.599206349	14	0.695893793634446	0.695221787153807	0.17419470919494	0.463079387119827			1.02566726098729	1.0992366413892	1.05882352941176	1.03305785123967	1	1
0	2	1	1.16103402795711	0.8	26.5	0.77	0.599206349	14	-0.0975303885312352	0.695221787153807	-0.32350445993346	-2.86530370780393			0.996402701159973	1.0992366413892	0.890756302521008	0.795454545454546	1	1
0	2	1	1.15948332735839	0.8	20	1	0.599206349	14	-0.133611618942178	0.695221787153807	-0.97051337980038	0.463079387119827			0.995071885500785	1.0992366413892	0.672268907563025	1.03305785123967	1	1
0	2	1	1.17033725717742	0.8	23	1	0.599206349	14	0.1189343225425	0.695221787153807	-0.67189387832334	0.463079387119827			1.00438675890627	1.0992366413892	0.773109243697479	1.03305785123967	1	1
0	2	1	1.20994220605349	0.8	37.5	0.97	0.599206349	14	1.04045024056725	0.695221787153807	0.77143371214902	0.0289424616949892			1.03837583854492	1.0992366413892	1.26050420168067	1.00206611570248	1	1
0	2	1	1.20829674601065	0.8	36	0.99	0.599206349	14	1.0021641761995	0.695221787153807	0.6221239614105	0.318367078644881			1.03696370006159	1.0992366413892	1.21008403361345	1.02272727272727	1	1
0	2	1	1.22631420881406	0.8	44.5	1	0.599206349	14	1.42138902680379	0.695221787153807	1.46821254892878	0.463079387119827			1.05242633782506	1.0992366413892	1.49579831932773	1.03305785123967	1	1
0	2	1	1.21963538699352	0.8	41	1	0.599206349	14	1.26598822978377	0.695221787153807	1.1198231305389	0.463079387119827			1.04669455396489	1.0992366413892	1.3781512605042	1.03305785123967	1	1
0	2	1	1.18613833955088	0.8	27	1	0.599206349	14	0.486589106663726	0.695221787153807	-0.27373454302062	0.463079387119827			1.01794729268827	1.0992366413892	0.907563025210084	1.03305785123967	1	1
0	2	1	1.10995478178229	0.8	10.5	0.95	0.599206349	14	-1.28602677008426	0.695221787153807	-1.91614180114434	-0.260482155254903			0.952566346982345	1.0992366413892	0.352941176470588	0.981404958677686	1	1
0	2	1	1.19839079127126	0.8	31.5	1	0.599206349	14	0.771675430862517	0.695221787153807	0.17419470919494	0.463079387119827			1.02846238156254	1.0992366413892	1.05882352941176	1.03305785123967	1	1
0	2	1	1.16419804637083	0.8	26.5	0.77	0.599206349	14	-0.023910969344762	0.695221787153807	-0.32350445993346	-2.86530370780393			0.999118070751248	1.0992366413892	0.890756302521008	0.795454545454546	1	1
0	2	1	1.16264311984494	0.8	20	1	0.599206349	14	-0.0600905273452065	0.695221787153807	-0.97051337980038	0.463079387119827			0.997783628389358	1.0992366413892	0.672268907563025	1.03305785123967	1	1
0	2	1	1.17352662849885	0.8	23	1	0.599206349	14	0.193143645483077	0.695221787153807	-0.67189387832334	0.463079387119827			1.00712388643497	1.0992366413892	0.773109243697479	1.03305785123967	1	1
0	2	1	1.14993810434536	0.583333333	37.5	0.97	0.599206349	14	-0.35570696806452	-1.39044357430761	0.77143371214902	0.0289424616949892			0.986880147994097	0.801526717221607	1.26050420168067	1.00206611570248	1	1
0	2	1	1.14837424683798	0.583333333	36	0.99	0.599206349	14	-0.392094329428945	-1.39044357430761	0.6221239614105	0.318367078644881			0.98553804103852	0.801526717221607	1.21008403361345	1.02272727272727	1	1
0	2	1	1.16549817797916	0.583333333	44.5	1	0.599206349	14	0.00634009792343002	-1.39044357430761	1.46821254892878	0.463079387119827			1.00023384739104	0.801526717221607	1.49579831932773	1.03305785123967	1	1
0	2	1	1.15915057586631	0.583333333	41	1	0.599206349	14	-0.141353979566291	-1.39044357430761	1.1198231305389	0.463079387119827			0.994786317224973	0.801526717221607	1.3781512605042	1.03305785123967	1	1
0	2	1	1.12731473193539	0.583333333	27	1	0.599206349	14	-0.882100724067723	-1.39044357430761	-0.27373454302062	0.463079387119827			0.967464705521403	0.801526717221607	0.907563025210084	1.03305785123967	1	1
