Generation	Treatment	Rep	lambda	surv	epr	hf	sex	dev.time	lambda.stand	surv.stand	epr.stand	hf.stand	sex.stand	dev.stand	lambda.rel	surv.rel	epr.rel	hf.rel	sex.rel	dev.rel
12	4	1	1.22801644330246	0.84	24	1	0.494862155333333	10	-0.525320857674778	1.20415945787923	0.314341837601435	0.459950389178041			0.975005948953111	1.05	1.11368909512761	1.01770600759778	1	1
12	4	2	1.17034750216782	0.84	5.5	1	0.343779904333333	10	0.145985345415438	1.20415945787923	-0.683326697823181	0.347695960940452			1.05042876863647	1.05	0.342679127725857	1.11797033799869	1	1
12	4	2	1.23215387306714	0.84	10.5	1	0.343779904333333	10	0.306574390894815	1.20415945787923	-0.359475182267171	0.347695960940452			1.10590219850017	1.05	0.654205607476636	1.11797033799869	1	1
12	4	2	1.32930027362907	0.84	27.5	0.981818182	0.343779904333333	10	0.558986035697748	1.20415945787923	0.741619970623262	0.287786638327425			1.19309456976658	1.05	1.71339563862928	1.0976436047838	1	1
12	4	2	1.17034750216782	0.84	5.5	1	0.343779904333333	10	0.145985345415438	1.20415945787923	-0.683326697823181	0.347695960940452			1.05042876863647	1.05	0.342679127725857	1.11797033799869	1	1
12	4	2	1.24945698605562	0.84	12.5	1	0.343779904333333	10	0.351532384030639	1.20415945787923	-0.229934576044767	0.347695960940452			1.12143236166658	1.05	0.778816199376947	1.11797033799869	1	1
12	4	2	1.4093337580512	0.84	55.5	1	0.343779904333333	10	0.766933868303461	1.20415945787923	2.55518845773692	0.347695960940452			1.26492748634521	1.05	3.45794392523364	1.11797033799869	1	1
12	4	2	1.21155165024659	0.84	8.5	1	0.343779904333333	10	0.253044451353551	1.20415945787923	-0.489015788489575	0.347695960940452			1.08741096618799	1.05	0.529595015576324	1.11797033799869	1	1
12	4	2	0	0.84	0	0	0.343779904333333	10	-2.89488221431327	1.20415945787923	-1.03956336493479	-2.94731681572617			0	1.05	0	0	1	1
12	4	2	1.25338771817217	0.84	13.5	0.962962963	0.343779904333333	10	0.361745449600532	1.20415945787923	-0.165164272933565	0.225658450815578			1.12496033441773	1.05	0.841121495327103	1.07656402922533	1	1
12	4	2	1.30509006160206	0.84	21.5	1	0.343779904333333	10	0.496081600706668	1.20415945787923	0.352998151956051	0.347695960940452			1.17136503801567	1.05	1.33956386292835	1.11797033799869	1	1
12	4	2	1.11919448397229	0.76	5.5	1	0.343779904333333	10	0.0130764843080518	-1.20415945787923	-0.683326697823181	0.347695960940452			1.00451710409612	0.95	0.342679127725857	1.11797033799869	1	1
12	4	2	1.18208806294052	0.76	10.5	1	0.343779904333333	10	0.176490379450712	-1.20415945787923	-0.359475182267171	0.347695960940452			1.06096634211164	0.95	0.654205607476636	1.11797033799869	1	1
12	4	2	1.28073677900487	0.76	27.5	0.981818182	0.343779904333333	10	0.432805431119832	-1.20415945787923	0.741619970623262	0.287786638327425			1.14950709530768	0.95	1.71339563862928	1.0976436047838	1	1
12	4	2	1.11919448397229	0.76	5.5	1	0.343779904333333	10	0.0130764843080518	-1.20415945787923	-0.683326697823181	0.347695960940452			1.00451710409612	0.95	0.342679127725857	1.11797033799869	1	1
12	4	2	1.19967737333551	0.76	12.5	1	0.343779904333333	10	0.222191987972156	-1.20415945787923	-0.229934576044767	0.347695960940452			1.07675337769308	0.95	0.778816199376947	1.11797033799869	1	1
12	4	2	1.3618181928541	0.76	55.5	1	0.343779904333333	10	0.643476057249563	-1.20415945787923	2.55518845773692	0.347695960940452			1.22228056605136	0.95	3.45794392523364	1.11797033799869	1	1
12	4	2	1.16113463081594	0.76	8.5	1	0.343779904333333	10	0.122047906685494	-1.20415945787923	-0.489015788489575	0.347695960940452			1.0421598868797	0.95	0.529595015576324	1.11797033799869	1	1
12	4	2	0	0.76	0	0	0.343779904333333	10	-2.89488221431327	-1.20415945787923	-1.03956336493479	-2.94731681572617			0	0.95	0	0	1	1
12	4	2	1.2036719991918	0.76	13.5	0.962962963	0.343779904333333	10	0.232571066115311	-1.20415945787923	-0.165164272933565	0.225658450815578			1.08033869736233	0.95	0.841121495327103	1.07656402922533	1	1
12	4	2	1.25617597018426	0.76	21.5	1	0.343779904333333	10	0.368990054366388	-1.20415945787923	0.352998151956051	0.347695960940452			1.12746289038703	0.95	1.33956386292835	1.11797033799869	1	1
12	4	2	1.15785444087381	0.8	5.5	1	0.343779904333333	10	0.113525119080705	0	-0.683326697823181	0.347695960940452			1.03921579901227	1	0.342679127725857	1.11797033799869	1	1
12	4	2	1.21901543532149	0.8	10.5	1	0.343779904333333	10	0.272437308487872	0	-0.359475182267171	0.347695960940452			1.09410998041331	1	0.654205607476636	1.11797033799869	1	1
12	4	2	1.31514519803274	0.8	27.5	0.981818182	0.343779904333333	10	0.522207463430402	0	0.741619970623262	0.287786638327425			1.1803898828244	1	1.71339563862928	1.0976436047838	1	1
12	4	2	1.15785444087381	0.8	5.5	1	0.343779904333333	10	0.113525119080705	0	-0.683326697823181	0.347695960940452			1.03921579901227	1	0.342679127725857	1.11797033799869	1	1
12	4	2	1.23613771216447	0.8	12.5	1	0.343779904333333	10	0.316925442229406	0	-0.229934576044767	0.347695960940452			1.10947783666721	1	0.778816199376947	1.11797033799869	1	1
12	4	2	1.39433799749154	0.8	55.5	1	0.343779904333333	10	0.727970977593766	0	2.55518845773692	0.347695960940452			1.25146825456125	1	3.45794392523364	1.11797033799869	1	1
12	4	2	1.19862842422421	0.8	8.5	1	0.343779904333333	10	0.219466545043069	0	-0.489015788489575	0.347695960940452			1.07581190832496	1	0.529595015576324	1.11797033799869	1	1
12	4	2	0	0.8	0	0	0.343779904333333	10	-2.89488221431327	0	-1.03956336493479	-2.94731681572617			0	1	0	0	1	1
12	4	2	1.24002735149426	0.8	13.5	0.962962963	0.343779904333333	10	0.327031738039065	0	-0.165164272933565	0.225658450815578			1.11296892717158	1	0.841121495327103	1.07656402922533	1	1
12	4	2	1.29118868595193	0.8	21.5	1	0.343779904333333	10	0.459962206960979	0	0.352998151956051	0.347695960940452			1.15888805585484	1	1.33956386292835	1.11797033799869	1	1
12	4	3	1.26168768317803	0.68	36	0.416666667	0.531704260666667	10	0.453004701865457	-1.34973881613995	1.42195879920612	-0.778592896565673			1.23217040399348	0.879310344827586	2.02247191011236	0.563414049833424	1	1
12	4	3	1.28737135085174	0.68	19	1	0.531704260666667	10	0.501945585252621	-1.34973881613995	0.0937555252223818	0.628090590979621			1.25725320031105	0.879310344827586	1.06741573033708	1.35219371851846	1	1
12	4	3	0	0.68	0	0	0.531704260666667	10	-1.95117333679698	-1.34973881613995	-1.39070695746533	-1.78336681761886			0	0.879310344827586	0	0	1	1
12	4	3	1.28444650738128	0.68	18.5	1	0.531704260666667	10	0.496372221470158	-1.34973881613995	0.0546907230463894	0.628090590979621			1.25439678377575	0.879310344827586	1.03932584269663	1.35219371851846	1	1
12	4	3	1.30853136865959	0.68	23.5	0.978723404	0.531704260666667	10	0.542266538519913	-1.34973881613995	0.445338744806314	0.576782985925665			1.277918177895	0.879310344827586	1.32022471910112	1.32342363905581	1	1
12	4	3	0	0.68	0	0	0.531704260666667	10	-1.95117333679698	-1.34973881613995	-1.39070695746533	-1.78336681761886			0	0.879310344827586	0	0	1	1
12	4	3	1.31788055289879	0.68	25	1	0.531704260666667	10	0.560081647383207	-1.34973881613995	0.562533151334291	0.628090590979621			1.28704863725876	0.879310344827586	1.40449438202247	1.35219371851846	1	1
12	4	3	1.10055731045574	0.68	3	1	0.531704260666667	10	0.145966669692038	-1.34973881613995	-1.15631814440938	0.628090590979621			1.07480968858034	0.879310344827586	0.168539325842697	1.35219371851846	1	1
12	4	3	1.2783743189369	0.68	17.5	1	0.531704260666667	10	0.484801511619185	-1.34973881613995	-0.0234388813055955	0.628090590979621			1.24846665464127	0.879310344827586	0.98314606741573	1.35219371851846	1	1
12	4	3	1.35797369918823	0.68	35.5	1	0.531704260666667	10	0.636480159546816	-1.34973881613995	1.38289399703013	0.628090590979621			1.32620380134533	0.879310344827586	1.99438202247191	1.35219371851846	1	1
12	4	3	1.27374043256914	0.84	36	0.416666667	0.531704260666667	10	0.475971523035193	0.964099154385678	1.42195879920612	-0.778592896565673			1.24394117839707	1.08620689655172	2.02247191011236	0.563414049833424	1	1
12	4	3	1.29954415055963	0.84	19	1	0.531704260666667	10	0.525141165360869	0.964099154385678	0.0937555252223818	0.628090590979621			1.26914121644514	1.08620689655172	1.06741573033708	1.35219371851846	1	1
12	4	3	0	0.84	0	0	0.531704260666667	10	-1.95117333679698	0.964099154385678	-1.39070695746533	-1.78336681761886			0	1.08620689655172	0	0	1	1
12	4	3	1.29660570255883	0.84	18.5	1	0.531704260666667	10	0.519541877799085	0.964099154385678	0.0546907230463894	0.628090590979621			1.26627151365852	1.08620689655172	1.03932584269663	1.35219371851846	1	1
12	4	3	1.32080210091356	0.84	23.5	0.978723404	0.531704260666667	10	0.565648731590858	0.964099154385678	0.445338744806314	0.576782985925665			1.28990183543581	1.08620689655172	1.32022471910112	1.32342363905581	1	1
12	4	3	0	0.84	0	0	0.531704260666667	10	-1.95117333679698	0.964099154385678	-1.39070695746533	-1.78336681761886			0	1.08620689655172	0	0	1	1
12	4	3	1.3301942882756	0.84	25	1	0.531704260666667	10	0.583545784000803	0.964099154385678	0.562533151334291	0.628090590979621			1.29907429186109	1.08620689655172	1.40449438202247	1.35219371851846	1	1
12	4	3	1.11182130877511	0.84	3	1	0.531704260666667	10	0.167430505590592	0.964099154385678	-1.15631814440938	0.628090590979621			1.08581016480342	1.08620689655172	0.168539325842697	1.35219371851846	1	1
12	4	3	1.29050521613698	0.84	17.5	1	0.531704260666667	10	0.507917245430775	0.964099154385678	-0.0234388813055955	0.628090590979621			1.2603137485799	1.08620689655172	0.98314606741573	1.35219371851846	1	1
12	4	3	1.37047010696051	0.84	35.5	1	0.531704260666667	10	0.660292383070002	0.964099154385678	1.38289399703013	0.628090590979621			1.33840785470856	1.08620689655172	1.99438202247191	1.35219371851846	1	1
12	4	3	1.26561535022095	0.8	36	0.416666667	0.531704260666667	10	0.460488971525585	0.385639661754272	1.42195879920612	-0.778592896565673			1.23600618296759	1.03448275862069	2.02247191011236	0.563414049833424	1	1
12	4	3	1.29128368667428	0.8	19	1	0.531704260666667	10	0.509400640881547	0.385639661754272	0.0937555252223818	0.628090590979621			1.26107400673985	1.03448275862069	1.06741573033708	1.35219371851846	1	1
12	4	3	0	0.8	0	0	0.531704260666667	10	-1.95117333679698	0.385639661754272	-1.39070695746533	-1.78336681761886			0	1.03448275862069	0	0	1	1
12	4	3	1.28836062197797	0.8	18.5	1	0.531704260666667	10	0.503830666598564	0.385639661754272	0.0546907230463894	0.628090590979621			1.25821932736414	1.03448275862069	1.03932584269663	1.35219371851846	1	1
12	4	3	1.31243059874503	0.8	23.5	0.978723404	0.531704260666667	10	0.549696620832751	0.385639661754272	0.445338744806314	0.576782985925665			1.2817261851964	1.03448275862069	1.32022471910112	1.32342363905581	1	1
12	4	3	0	0.8	0	0	0.531704260666667	10	-1.95117333679698	0.385639661754272	-1.39070695746533	-1.78336681761886			0	1.03448275862069	0	0	1	1
12	4	3	1.3217738653483	0.8	25	1	0.531704260666667	10	0.567500453489949	0.385639661754272	0.562533151334291	0.628090590979621			1.29085086536779	1.03448275862069	1.40449438202247	1.35219371851846	1	1
12	4	3	1.10456236299829	0.8	3	1	0.531704260666667	10	0.153598399394141	0.385639661754272	-1.15631814440938	0.628090590979621			1.07872104261443	1.03448275862069	0.168539325842697	1.35219371851846	1	1
12	4	3	1.28229209999555	0.8	17.5	1	0.531704260666667	10	0.492266943284309	0.385639661754272	-0.0234388813055955	0.628090590979621			1.25229277891446	1.03448275862069	0.98314606741573	1.35219371851846	1	1
12	4	3	1.36184082877825	0.8	35.5	1	0.531704260666667	10	0.643849073547441	0.385639661754272	1.38289399703013	0.628090590979621			1.32998045914484	1.03448275862069	1.99438202247191	1.35219371851846	1	1
12	4	4	1.18867168162406	0.84	9.25	0.891891892	0.4017857145	10	-1.31694754930357	0.910258989832799	-1.61417923613993	-0.488616712206955			0.950100982843494	1.10526315789474	0.472541507024266	0.955706511544645	1	1
12	4	4	1.27842529816902	0.84	20.5	0.951219512	0.4017857145	10	0.576425953391095	0.910258989832799	0.144611699121495	0.212673353764358			1.02184072444869	1.10526315789474	1.04725415070243	1.01927900643671	1	1
12	4	4	1.21792508939201	0.84	12	0.916666667	0.4017857145	10	-0.699840080396024	0.910258989832799	-1.18425256307602	-0.195763171239452			0.973483126038726	1.10526315789474	0.613026819923372	0.98225391488123	1	1
12	4	4	1.31828419968502	0.84	28	1	0.4017857145	10	1.41725878979392	0.910258989832799	1.31713898929578	0.789289635483275			1.05369980050043	1.10526315789474	1.43039591315453	1.07154972493532	1	1
12	4	4	1.23525992570095	0.84	16	0.8125	0.4017857145	10	-0.334157659961685	0.910258989832799	-0.558904674983074	-1.42707918850834			0.987338798104584	1.10526315789474	0.817369093231162	0.87063415150995	1	1
12	4	4	1.28648518279523	0.84	21	1	0.4017857145	10	0.746451101942045	0.910258989832799	0.222780185133113	0.789289635483275			1.02828296112628	1.10526315789474	1.0727969348659	1.07154972493532	1	1
12	4	4	1.32414078457596	0.84	29.5	1	0.4017857145	10	1.54080481585554	0.910258989832799	1.55164444733063	0.789289635483275			1.05838094765571	1.10526315789474	1.50702426564496	1.07154972493532	1	1
12	4	4	1.27561285233148	0.84	25	0.76	0.4017857145	10	0.517096751610187	0.910258989832799	0.848128073226063	-2.04766245922599			1.01959274664645	1.10526315789474	1.27713920817369	0.814377790950846	1	1
12	4	4	1.25379322959662	0.84	15.5	1	0.4017857145	10	0.0568067141131104	0.910258989832799	-0.637073160994692	0.789289635483275			1.00215240098486	1.10526315789474	0.791826309067688	1.07154972493532	1	1
12	4	4	1.27561285233148	0.84	19	1	0.4017857145	10	0.517096751610187	0.910258989832799	-0.0898937589133614	0.789289635483275			1.01959274664645	1.10526315789474	0.970625798212005	1.07154972493532	1	1
12	4	4	1.1429625902935	0.64	9.25	0.891891892	0.4017857145	10	-2.28119150613823	-1.3653884847492	-1.61417923613993	-0.488616712206955			0.913565871197936	0.842105263157895	0.472541507024266	0.955706511544645	1	1
12	4	4	1.22995274513894	0.64	20.5	0.951219512	0.4017857145	10	-0.446113873392843	-1.3653884847492	0.144611699121495	0.212673353764358			0.983096787845532	0.842105263157895	1.04725415070243	1.01927900643671	1	1
12	4	4	1.17130878839475	0.64	12	0.916666667	0.4017857145	10	-1.68322183702572	-1.3653884847492	-1.18425256307602	-0.195763171239452			0.936222884982497	0.842105263157895	0.613026819923372	0.98225391488123	1	1
12	4	4	1.26860252452509	0.64	28	1	0.4017857145	10	0.369212249294076	-1.3653884847492	1.31713898929578	0.789289635483275			1.01398941694501	0.842105263157895	1.43039591315453	1.07154972493532	1	1
12	4	4	1.18810907023805	0.64	16	0.8125	0.4017857145	10	-1.3288159678876	-1.3653884847492	-0.558904674983074	-1.42707918850834			0.949651289594239	0.842105263157895	0.817369093231162	0.87063415150995	1	1
12	4	4	1.23776727689546	0.64	21	1	0.4017857145	10	-0.281264500929404	-1.3653884847492	0.222780185133113	0.789289635483275			0.989342914860342	0.842105263157895	1.0727969348659	1.07154972493532	1	1
12	4	4	1.27428232726064	0.64	29.5	1	0.4017857145	10	0.489029014500814	-1.3653884847492	1.55164444733063	0.789289635483275			1.01852926276184	0.842105263157895	1.50702426564496	1.07154972493532	1	1
12	4	4	1.22722601788616	0.64	25	0.76	0.4017857145	10	-0.503634821608929	-1.3653884847492	0.848128073226063	-2.04766245922599			0.980917324598563	0.842105263157895	1.27713920817369	0.814377790950846	1	1
12	4	4	1.2060732823257	0.64	15.5	1	0.4017857145	10	-0.949856718412606	-1.3653884847492	-0.637073160994692	0.789289635483275			0.964010019447352	0.842105263157895	0.791826309067688	1.07154972493532	1	1
12	4	4	1.22722601788616	0.64	19	1	0.4017857145	10	-0.503634821608929	-1.3653884847492	-0.0898937589133614	0.789289635483275			0.980917324598563	0.842105263157895	0.970625798212005	1.07154972493532	1	1
12	4	4	1.19338205152417	0.8	9.25	0.891891892	0.4017857145	10	-1.21758119616847	0.4551294949164	-1.61417923613993	-0.488616712206955			0.953865964495565	1.05263157894737	0.472541507024266	0.955706511544645	1	1
12	4	4	1.28360053899346	0.8	20.5	0.951219512	0.4017857145	10	0.685598867244095	0.4551294949164	0.144611699121495	0.212673353764358			1.02597727575194	1.05263157894737	1.04725415070243	1.01927900643671	1	1
12	4	4	1.2227871738852	0.8	12	0.916666667	0.4017857145	10	-0.597273272487426	0.4551294949164	-1.18425256307602	-0.195763171239452			0.977369372617206	1.05263157894737	0.613026819923372	0.98225391488123	1	1
12	4	4	1.32366521208036	0.8	28	1	0.4017857145	10	1.53077250299237	0.4551294949164	1.31713898929578	0.789289635483275			1.05800082427726	1.05263157894737	1.43039591315453	1.07154972493532	1	1
12	4	4	1.24021182839448	0.8	16	0.8125	0.4017857145	10	-0.229696116140155	0.4551294949164	-0.558904674983074	-1.42707918850834			0.991296836046264	1.05263157894737	0.817369093231162	0.87063415150995	1	1
12	4	4	1.29170207036915	0.8	21	1	0.4017857145	10	0.856502563701799	0.4551294949164	0.222780185133113	0.789289635483275			1.032452800526	1.05263157894737	1.0727969348659	1.07154972493532	1	1
12	4	4	1.32955199088717	0.8	29.5	1	0.4017857145	10	1.65495547676096	0.4551294949164	1.55164444733063	0.789289635483275			1.06270610532046	1.05263157894737	1.50702426564496	1.07154972493532	1	1
12	4	4	1.28077355649554	0.8	25	0.76	0.4017857145	10	0.625963011217482	0.4551294949164	0.848128073226063	-2.04766245922599			1.02371767884955	1.05263157894737	1.27713920817369	0.814377790950846	1	1
12	4	4	1.25884108231968	0.8	15.5	1	0.4017857145	10	0.163292346216406	0.4551294949164	-0.637073160994692	0.789289635483275			1.00618713143867	1.05263157894737	0.791826309067688	1.07154972493532	1	1
12	4	4	1.28077355649554	0.8	19	1	0.4017857145	10	0.625963011217482	0.4551294949164	-0.0898937589133614	0.789289635483275			1.02371767884955	1.05263157894737	0.970625798212005	1.07154972493532	1	1
15	1	1	1.30300388877307	0.96	22	1	0.481481481666667	12	0.65800253237948	1.3653884847492	0.994270650544643	0.518389843900937		0.695221787153808	1.33681113092631	1.14285714285714	1.27536231884058	1.26422250316056	1	1.02857142857143
15	1	1	1.27467368024187	0.96	16	1	0.481481481666667	12	0.601219936634676	1.3653884847492	-0.261650171195959	0.518389843900937		0.695221787153808	1.3077458776049	1.14285714285714	0.927536231884058	1.26422250316056	1	1.02857142857143
15	1	1	0	0.96	18.5	0	0.481481481666667	12	-1.95362466367967	1.3653884847492	0.261650171195959	-1.96194433744326		0.695221787153808	0	1.14285714285714	1.07246376811594	0	1	1.02857142857143
15	1	1	0	0.96	18	0	0.481481481666667	12	-1.95362466367967	1.3653884847492	0.156990102717575	-1.96194433744326		0.695221787153808	0	1.14285714285714	1.04347826086957	0	1	1.02857142857143
15	1	1	1.30701455870267	0.96	23	1	0.481481481666667	12	0.666041168912195	1.3653884847492	1.20359078750141	0.518389843900937		0.695221787153808	1.34092586016891	1.14285714285714	1.33333333333333	1.26422250316056	1	1.02857142857143
15	1	1	1.25657610397535	0.96	13	1	0.481481481666667	12	0.564946735328345	1.3653884847492	-0.889610582066259	0.518389843900937		0.695221787153808	1.28917874852392	1.14285714285714	0.753623188405797	1.26422250316056	1	1.02857142857143
15	1	1	1.22523316051653	0.96	9	1	0.481481481666667	12	0.502125676813565	1.3653884847492	-1.72689112989333	0.518389843900937		0.695221787153808	1.257022593003	1.14285714285714	0.521739130434783	1.26422250316056	1	1.02857142857143
15	1	1	1.30701455870267	0.96	23	1	0.481481481666667	12	0.666041168912195	1.3653884847492	1.20359078750141	0.518389843900937		0.695221787153808	1.34092586016891	1.14285714285714	1.33333333333333	1.26422250316056	1	1.02857142857143
15	1	1	1.23420698108672	0.96	11	0.91	0.481481481666667	12	0.520112019030649	1.3653884847492	-1.30825085597979	0.295159767579959		0.695221787153808	1.26622924490061	1.14285714285714	0.63768115942029	1.15044247787611	1	1.02857142857143
15	1	1	1.28987453225372	0.96	19	1	0.481481481666667	12	0.631687196832034	1.3653884847492	0.366310239674342	0.518389843900937		0.695221787153808	1.32334112512802	1.14285714285714	1.10144927536232	1.26422250316056	1	1.02857142857143
15	1	1	1.2660008330088	0.76	22	1	0.481481481666667	11	0.583836839088836	-0.910258989832799	0.994270650544643	0.518389843900937		-1.39044357430761	1.29884800798387	0.904761904761905	1.27536231884058	1.26422250316056	1	0.942857142857143
15	1	1	1.23384570972416	0.76	16	1	0.481481481666667	11	0.519387918263377	-0.910258989832799	-0.261650171195959	0.518389843900937		-1.39044357430761	1.26585860012901	0.904761904761905	0.927536231884058	1.26422250316056	1	0.942857142857143
15	1	1	0	0.76	18.5	0	0.481481481666667	11	-1.95362466367967	-0.910258989832799	0.261650171195959	-1.96194433744326		-1.39044357430761	0	0.904761904761905	1.07246376811594	0	1	0.942857142857143
15	1	1	0	0.76	18	0	0.481481481666667	11	-1.95362466367967	-0.910258989832799	0.156990102717575	-1.96194433744326		-1.39044357430761	0	0.904761904761905	1.04347826086957	0	1	0.942857142857143
15	1	1	1.27055667312148	0.76	23	1	0.481481481666667	11	0.592968167123762	-0.910258989832799	1.20359078750141	0.518389843900937		-1.39044357430761	1.30352205218729	0.904761904761905	1.33333333333333	1.26422250316056	1	0.942857142857143
15	1	1	1.21332920901068	0.76	13	1	0.481481481666667	11	0.478266436053723	-0.910258989832799	-0.889610582066259	0.518389843900937		-1.39044357430761	1.24480978610953	0.904761904761905	0.753623188405797	1.26422250316056	1	0.942857142857143
15	1	1	1.17784396692728	0.76	9	1	0.481481481666667	11	0.407142915945879	-0.910258989832799	-1.72689112989333	0.518389843900937		-1.39044357430761	1.20840385746309	0.904761904761905	0.521739130434783	1.26422250316056	1	0.942857142857143
15	1	1	1.27055667312148	0.76	23	1	0.481481481666667	11	0.592968167123762	-0.910258989832799	1.20359078750141	0.518389843900937		-1.39044357430761	1.30352205218729	0.904761904761905	1.33333333333333	1.26422250316056	1	0.942857142857143
15	1	1	1.18799754714791	0.76	11	0.91	0.481481481666667	11	0.427493865371314	-0.910258989832799	-1.30825085597979	0.295159767579959		-1.39044357430761	1.21882087860527	0.904761904761905	0.63768115942029	1.15044247787611	1	0.942857142857143
15	1	1	1.25109314414653	0.76	19	1	0.481481481666667	11	0.553957169504923	-0.910258989832799	0.366310239674342	0.518389843900937		-1.39044357430761	1.28355352990965	0.904761904761905	1.10144927536232	1.26422250316056	1	0.942857142857143
15	1	1	1.17497319951518	0.8	22	1	0.481481481666667	12	0.401389000465197	-0.455129494916399	0.994270650544643	0.518389843900937		0.695221787153808	1.20545860621414	0.952380952380952	1.27536231884058	1.26422250316056	1	1.02857142857143
15	1	1	1.14654021332327	0.8	16	1	0.481481481666667	12	0.344400406153412	-0.455129494916399	-0.261650171195959	0.518389843900937		0.695221787153808	1.17628790860202	0.952380952380952	0.927536231884058	1.26422250316056	1	1.02857142857143
15	1	1	0	0.8	18.5	0	0.481481481666667	12	-1.95362466367967	-0.455129494916399	0.261650171195959	-1.96194433744326		0.695221787153808	0	0.952380952380952	1.07246376811594	0	1	1.02857142857143
15	1	1	0	0.8	18	0	0.481481481666667	12	-1.95362466367967	-0.455129494916399	0.156990102717575	-1.96194433744326		0.695221787153808	0	0.952380952380952	1.04347826086957	0	1	1.02857142857143
15	1	1	1.17899774010571	0.8	23	1	0.481481481666667	12	0.409455438139277	-0.455129494916399	1.20359078750141	0.518389843900937		0.695221787153808	1.20958756600056	0.952380952380952	1.33333333333333	1.26422250316056	1	1.02857142857143
15	1	1	1.12837284942333	0.8	13	1	0.481481481666667	12	0.307987328609597	-0.455129494916399	-0.889610582066259	0.518389843900937		0.695221787153808	1.15764918120429	0.952380952380952	0.753623188405797	1.26422250316056	1	1.02857142857143
15	1	1	1.09690230101904	0.8	9	1	0.481481481666667	12	0.244910509886569	-0.455129494916399	-1.72689112989333	0.518389843900937		0.695221787153808	1.12536210994863	0.952380952380952	0.521739130434783	1.26422250316056	1	1.02857142857143
15	1	1	1.17899774010571	0.8	23	1	0.481481481666667	12	0.409455438139277	-0.455129494916399	1.20359078750141	0.518389843900937		0.695221787153808	1.20958756600056	0.952380952380952	1.33333333333333	1.26422250316056	1	1.02857142857143
15	1	1	1.10591346305718	0.8	11	0.91	0.481481481666667	12	0.262971696080773	-0.455129494916399	-1.30825085597979	0.295159767579959		0.695221787153808	1.13460707216168	0.952380952380952	0.63768115942029	1.15044247787611	1	1.02857142857143
15	1	1	1.16179723667825	0.8	19	1	0.481481481666667	12	0.374980251285183	-0.455129494916399	0.366310239674342	0.518389843900937		0.695221787153808	1.19194078486852	0.952380952380952	1.10144927536232	1.26422250316056	1	1.02857142857143
15	1	2	1.23622815979375	0.96	11.5	1	0.434435447666667	12	0.49680340488164	1.16606473221128	0.440405931694325	0.363587128153474		0.695221787153808	1.17353741248254	1.28571428571429	1.34502923976608	1.12359550561798	1	1.02857142857143
15	1	2	1.2499046145215	0.96	13.5	1	0.434435447666667	12	0.533970899364425	1.16606473221128	0.738986224368444	0.363587128153474		0.695221787153808	1.18652031629847	1.28571428571429	1.57894736842105	1.12359550561798	1	1.02857142857143
15	1	2	1.15026581233109	0.96	4	1	0.434435447666667	12	0.263189859657611	1.16606473221128	-0.679270165833621	0.363587128153474		0.695221787153808	1.09193432812222	1.28571428571429	0.467836257309942	1.12359550561798	1	1.02857142857143
15	1	2	0	0.96	0.5	0	0.434435447666667	12	-2.86280288368142	1.16606473221128	-1.20178567801333	-2.94175040051447		0.695221787153808	0	1.28571428571429	0.0584795321637427	0	1	1.02857142857143
15	1	2	1.17545423908208	0.96	5.5	1	0.434435447666667	12	0.331642593274158	1.16606473221128	-0.455334946328032	0.363587128153474		0.695221787153808	1.11584541679925	1.28571428571429	0.64327485380117	1.12359550561798	1	1.02857142857143
15	1	2	1.00006259092553	0.96	0.5	1	0.434435447666667	12	-0.145006380816914	1.16606473221128	-1.20178567801333	0.363587128153474		0.695221787153808	0.94934810858146	1.28571428571429	0.0584795321637427	1.12359550561798	1	1.02857142857143
15	1	2	1.07644586639138	0.96	1.5	1	0.434435447666667	12	0.0625748254216884	1.16606473221128	-1.05249553167627	0.363587128153474		0.695221787153808	1.021857888218	1.28571428571429	0.175438596491228	1.12359550561798	1	1.02857142857143
15	1	2	1.25272241962475	0.96	15	0.93	0.434435447666667	12	0.54162864091466	1.16606473221128	0.962921443874034	0.132213501146718		0.695221787153808	1.18919522681846	1.28571428571429	1.75438596491228	1.04494382022472	1	1.02857142857143
15	1	2	1.25303031462834	0.96	14	1	0.434435447666667	12	0.542465384506111	1.16606473221128	0.813631297536974	0.363587128153474		0.695221787153808	1.18948750806361	1.28571428571429	1.6374269005848	1.12359550561798	1	1.02857142857143
15	1	2	1.27923275608383	0.96	19.5	0.97	0.434435447666667	12	0.613673831257766	1.16606473221128	1.6347271023908	0.264427002293436		0.695221787153808	1.21436118943286	1.28571428571429	2.28070175438597	1.08988764044944	1	1.02857142857143
15	1	2	1.20976967468579	0.76	11.5	1	0.434435447666667	12	0.424899127139427	0.0728790457632048	0.440405931694325	0.363587128153474		0.695221787153808	1.14842067176942	1.01785714285714	1.34502923976608	1.12359550561798	1	1.02857142857143
15	1	2	1.22321038163615	0.76	13.5	1	0.434435447666667	12	0.461425947237666	0.0728790457632048	0.738986224368444	0.363587128153474		0.695221787153808	1.16117978288617	1.01785714285714	1.57894736842105	1.12359550561798	1	1.02857142857143
15	1	2	1.125314309552	0.76	4	1	0.434435447666667	12	0.195380996882866	0.0728790457632048	-0.679270165833621	0.363587128153474		0.695221787153808	1.06824814869252	1.01785714285714	0.467836257309942	1.12359550561798	1	1.02857142857143
